Temporada_Local,Jornada,Fecha,Tipo_Local,Equipo_Local,Marcador_Local,Marcador_Visitante,Equipo_Visita,Tipo_Visita
2011-2012,17,12/18/2011,Local,Osasuna,2,1,Villarreal,Visitante
2011-2012,17,12/18/2011,Local,Racing de Santander,0,0,Real Sociedad,Visitante
2011-2012,17,12/18/2011,Local,Valencia,2,0,Málaga,Visitante
2011-2012,18,7/1/2012,Local,Racing de Santander,1,0,Real Zaragoza,Visitante
2011-2012,18,7/1/2012,Local,Levante,0,0,Mallorca,Visitante
2011-2012,18,7/1/2012,Local,Real Sociedad,0,0,Osasuna,Visitante
2011-2012,18,7/1/2012,Local,Real Madrid,5,1,Granada,Visitante
2011-2012,18,7/1/2012,Local,Málaga,0,0,Atlético de Madrid,Visitante
2011-2012,18,8/1/2012,Local,Rayo Vallecano,2,1,Sevilla,Visitante
2011-2012,18,8/1/2012,Local,Getafe,0,0,Athletic Club,Visitante
2011-2012,18,8/1/2012,Local,Villarreal,2,2,Valencia,Visitante
2011-2012,18,8/1/2012,Local,Betis,2,0,Sporting de Gijón,Visitante
2011-2012,18,8/1/2012,Local,Espanyol,1,1,Barcelona,Visitante
2011-2012,19,1/14/2012,Local,Real Zaragoza,1,1,Getafe,Visitante
2011-2012,19,1/14/2012,Local,Granada,1,2,Rayo Vallecano,Visitante
2011-2012,19,1/14/2012,Local,Sevilla,0,0,Espanyol,Visitante
2011-2012,19,1/14/2012,Local,Mallorca,1,2,Real Madrid,Visitante
2011-2012,19,1/14/2012,Local,Valencia,0,1,Real Sociedad,Visitante
2011-2012,19,1/15/2012,Local,Atlético de Madrid,3,0,Villarreal,Visitante
2011-2012,19,1/15/2012,Local,Osasuna,0,2,Racing de Santander,Visitante
2011-2012,19,1/15/2012,Local,Athletic Club,3,0,Levante,Visitante
2011-2012,19,1/15/2012,Local,Sporting de Gijón,2,1,Málaga,Visitante
2011-2012,19,1/15/2012,Local,Barcelona,4,2,Betis,Visitante
2011-2012,20,1/5/2012,Local,Getafe,1,1,Racing de Santander,Visitante
2011-2012,20,1/5/2012,Local,Granada,2,1,Espanyol,Visitante
2011-2012,20,1/5/2012,Local,Sporting de Gijón,2,3,Villarreal,Visitante
2011-2012,20,2/5/2012,Local,Atlético de Madrid,1,1,Real Sociedad,Visitante
2011-2012,20,2/5/2012,Local,Barcelona,4,1,Málaga,Visitante
2011-2012,20,2/5/2012,Local,Sevilla,1,2,Betis,Visitante
2011-2012,20,2/5/2012,Local,Mallorca,1,0,Rayo Vallecano,Visitante
2011-2012,20,2/5/2012,Local,Real Zaragoza,1,0,Levante,Visitante
2011-2012,20,2/5/2012,Local,Valencia,4,0,Osasuna,Visitante
2011-2012,20,2/5/2012,Local,Athletic Club,0,3,Real Madrid,Visitante
2011-2012,21,1/28/2012,Local,Espanyol,1,0,Mallorca,Visitante
2011-2012,21,1/28/2012,Local,Rayo Vallecano,2,3,Athletic Club,Visitante
2011-2012,21,1/28/2012,Local,Real Madrid,3,1,Real Zaragoza,Visitante
2011-2012,21,1/28/2012,Local,Villarreal,0,0,Barcelona,Visitante
2011-2012,21,1/29/2012,Local,Betis,1,2,Granada,Visitante
2011-2012,21,1/29/2012,Local,Real Sociedad,5,1,Sporting de Gijón,Visitante
2011-2012,21,1/29/2012,Local,Levante,1,2,Getafe,Visitante
2011-2012,21,1/29/2012,Local,Racing de Santander,2,2,Valencia,Visitante
2011-2012,21,1/29/2012,Local,Málaga,2,1,Sevilla,Visitante
2011-2012,21,1/30/2012,Local,Osasuna,0,1,Atlético de Madrid,Visitante
2011-2012,22,4/2/2012,Local,Mallorca,1,0,Betis,Visitante
2011-2012,22,4/2/2012,Local,Athletic Club,3,3,Espanyol,Visitante
2011-2012,22,4/2/2012,Local,Levante,1,1,Racing de Santander,Visitante
2011-2012,22,4/2/2012,Local,Getafe,0,1,Real Madrid,Visitante
2011-2012,22,4/2/2012,Local,Barcelona,2,1,Real Sociedad,Visitante
2011-2012,22,5/2/2012,Local,Sporting de Gijón,1,1,Osasuna,Visitante
2011-2012,22,5/2/2012,Local,Sevilla,1,2,Villarreal,Visitante
2011-2012,22,5/2/2012,Local,Real Zaragoza,1,2,Rayo Vallecano,Visitante
2011-2012,22,5/2/2012,Local,Atlético de Madrid,0,0,Valencia,Visitante
2011-2012,22,6/2/2012,Local,Granada,2,1,Málaga,Visitante
2011-2012,23,11/2/2012,Local,Racing de Santander,0,0,Atlético de Madrid,Visitante
2011-2012,23,11/2/2012,Local,Osasuna,3,2,Barcelona,Visitante
2011-2012,23,11/2/2012,Local,Betis,2,1,Athletic Club,Visitante
2011-2012,23,12/2/2012,Local,Espanyol,0,2,Real Zaragoza,Visitante
2011-2012,23,12/2/2012,Local,Málaga,3,1,Mallorca,Visitante
2011-2012,23,12/2/2012,Local,Rayo Vallecano,2,0,Getafe,Visitante
2011-2012,23,12/2/2012,Local,Valencia,4,0,Sporting de Gijón,Visitante
2011-2012,23,12/2/2012,Local,Villarreal,3,1,Granada,Visitante
2011-2012,23,12/2/2012,Local,Real Madrid,4,2,Levante,Visitante
2011-2012,23,2/13/2012,Local,Real Sociedad,2,0,Sevilla,Visitante
2011-2012,24,2/18/2012,Local,Getafe,1,1,Espanyol,Visitante
2011-2012,24,2/18/2012,Local,Real Madrid,4,0,Racing de Santander,Visitante
2011-2012,24,2/18/2012,Local,Sevilla,2,0,Osasuna,Visitante
2011-2012,24,2/19/2012,Local,Granada,4,1,Real Sociedad,Visitante
2011-2012,24,2/19/2012,Local,Athletic Club,3,0,Málaga,Visitante
2011-2012,24,2/19/2012,Local,Sporting de Gijón,1,1,Atlético de Madrid,Visitante
2011-2012,24,2/19/2012,Local,Mallorca,4,0,Villarreal,Visitante
2011-2012,24,2/19/2012,Local,Levante,3,5,Rayo Vallecano,Visitante
2011-2012,24,2/19/2012,Local,Barcelona,5,1,Valencia,Visitante
2011-2012,24,2/20/2012,Local,Real Zaragoza,0,2,Betis,Visitante
2011-2012,25,2/25/2012,Local,Racing de Santander,1,1,Sporting de Gijón,Visitante
2011-2012,25,2/25/2012,Local,Betis,1,1,Getafe,Visitante
2011-2012,25,2/25/2012,Local,Málaga,5,1,Real Zaragoza,Visitante
2011-2012,25,2/25/2012,Local,Espanyol,1,2,Levante,Visitante
2011-2012,25,2/26/2012,Local,Villarreal,2,2,Athletic Club,Visitante
2011-2012,25,2/26/2012,Local,Rayo Vallecano,0,1,Real Madrid,Visitante
2011-2012,25,2/26/2012,Local,Valencia,1,2,Sevilla,Visitante
2011-2012,25,2/26/2012,Local,Osasuna,2,1,Granada,Visitante
2011-2012,25,2/26/2012,Local,Real Sociedad,1,0,Mallorca,Visitante
2011-2012,25,2/26/2012,Local,Atlético de Madrid,1,2,Barcelona,Visitante
2011-2012,26,3/3/2012,Local,Mallorca,1,1,Osasuna,Visitante
2011-2012,26,3/3/2012,Local,Getafe,1,3,Málaga,Visitante
2011-2012,26,3/3/2012,Local,Rayo Vallecano,4,2,Racing de Santander,Visitante
2011-2012,26,3/3/2012,Local,Barcelona,3,1,Sporting de Gijón,Visitante
2011-2012,26,3/3/2012,Local,Sevilla,1,1,Atlético de Madrid,Visitante
2011-2012,26,4/3/2012,Local,Real Zaragoza,2,1,Villarreal,Visitante
2011-2012,26,4/3/2012,Local,Athletic Club,2,0,Real Sociedad,Visitante
2011-2012,26,4/3/2012,Local,Granada,0,1,Valencia,Visitante
2011-2012,26,4/3/2012,Local,Real Madrid,5,0,Espanyol,Visitante
2011-2012,26,5/3/2012,Local,Levante,3,1,Betis,Visitante
2011-2012,27,10/3/2012,Local,Real Sociedad,3,0,Real Zaragoza,Visitante
2011-2012,27,10/3/2012,Local,Málaga,1,0,Levante,Visitante
2011-2012,27,10/3/2012,Local,Sporting de Gijón,1,0,Sevilla,Visitante
2011-2012,27,10/3/2012,Local,Betis,2,3,Real Madrid,Visitante
2011-2012,27,11/3/2012,Local,Atlético de Madrid,2,0,Granada,Visitante
2011-2012,27,11/3/2012,Local,Espanyol,5,1,Rayo Vallecano,Visitante
2011-2012,27,11/3/2012,Local,Valencia,2,2,Mallorca,Visitante
2011-2012,27,11/3/2012,Local,Racing de Santander,0,2,Barcelona,Visitante
2011-2012,27,11/3/2012,Local,Osasuna,2,1,Athletic Club,Visitante
2011-2012,27,12/3/2012,Local,Villarreal,1,2,Getafe,Visitante
2011-2012,28,3/17/2012,Local,Granada,2,1,Sporting de Gijón,Visitante
2011-2012,28,3/17/2012,Local,Real Zaragoza,1,1,Osasuna,Visitante
2011-2012,28,3/17/2012,Local,Getafe,1,0,Real Sociedad,Visitante
2011-2012,28,3/17/2012,Local,Sevilla,0,2,Barcelona,Visitante
2011-2012,28,3/17/2012,Local,Rayo Vallecano,3,0,Betis,Visitante
2011-2012,28,3/18/2012,Local,Levante,1,0,Villarreal,Visitante
2011-2012,28,3/18/2012,Local,Mallorca,2,1,Atlético de Madrid,Visitante
2011-2012,28,3/18/2012,Local,Athletic Club,0,3,Valencia,Visitante
2011-2012,28,3/18/2012,Local,Real Madrid,1,1,Málaga,Visitante
2011-2012,28,3/19/2012,Local,Espanyol,3,1,Racing de Santander,Visitante
2011-2012,29,3/20/2012,Local,Osasuna,0,0,Getafe,Visitante
2011-2012,29,3/20/2012,Local,Barcelona,5,3,Granada,Visitante
2011-2012,29,3/21/2012,Local,Sporting de Gijón,2,3,Mallorca,Visitante
2011-2012,29,3/21/2012,Local,Atlético de Madrid,2,1,Athletic Club,Visitante
2011-2012,29,3/21/2012,Local,Valencia,1,2,Real Zaragoza,Visitante
2011-2012,29,3/21/2012,Local,Real Sociedad,1,3,Levante,Visitante
2011-2012,29,3/21/2012,Local,Villarreal,1,1,Real Madrid,Visitante
2011-2012,29,3/22/2012,Local,Racing de Santander,0,3,Sevilla,Visitante
2011-2012,29,3/22/2012,Local,Betis,1,1,Espanyol,Visitante
2011-2012,29,3/22/2012,Local,Málaga,4,2,Rayo Vallecano,Visitante
2011-2012,30,3/24/2012,Local,Mallorca,0,2,Barcelona,Visitante
2011-2012,30,3/24/2012,Local,Real Madrid,5,1,Real Sociedad,Visitante
2011-2012,30,3/24/2012,Local,Getafe,3,1,Valencia,Visitante
2011-2012,30,3/25/2012,Local,Real Zaragoza,1,0,Atlético de Madrid,Visitante
2011-2012,30,3/25/2012,Local,Levante,0,2,Osasuna,Visitante
2011-2012,30,3/25/2012,Local,Espanyol,1,2,Málaga,Visitante
2011-2012,30,3/25/2012,Local,Athletic Club,1,1,Sporting de Gijón,Visitante
2011-2012,30,3/25/2012,Local,Rayo Vallecano,0,2,Villarreal,Visitante
2011-2012,30,3/25/2012,Local,Betis,1,1,Racing de Santander,Visitante
2011-2012,30,3/26/2012,Local,Granada,0,3,Sevilla,Visitante
2011-2012,31,3/31/2012,Local,Racing de Santander,0,1,Granada,Visitante
2011-2012,31,3/31/2012,Local,Sporting de Gijón,1,2,Real Zaragoza,Visitante
2011-2012,31,3/31/2012,Local,Osasuna,1,5,Real Madrid,Visitante
2011-2012,31,3/31/2012,Local,Barcelona,2,0,Athletic Club,Visitante
2011-2012,31,3/31/2012,Local,Málaga,0,2,Betis,Visitante
2011-2012,31,1/4/2012,Local,Atlético de Madrid,3,0,Getafe,Visitante
2011-2012,31,1/4/2012,Local,Valencia,1,1,Levante,Visitante
2011-2012,31,1/4/2012,Local,Real Sociedad,4,0,Rayo Vallecano,Visitante
2011-2012,31,1/4/2012,Local,Villarreal,0,0,Espanyol,Visitante
2011-2012,31,2/4/2012,Local,Sevilla,3,1,Mallorca,Visitante
2011-2012,32,7/4/2012,Local,Getafe,2,0,Sporting de Gijón,Visitante
2011-2012,32,7/4/2012,Local,Rayo Vallecano,6,0,Osasuna,Visitante
2011-2012,32,7/4/2012,Local,Espanyol,2,2,Real Sociedad,Visitante
2011-2012,32,7/4/2012,Local,Real Zaragoza,1,4,Barcelona,Visitante
2011-2012,32,7/4/2012,Local,Betis,3,1,Villarreal,Visitante
2011-2012,32,8/4/2012,Local,Levante,2,0,Atlético de Madrid,Visitante
2011-2012,32,8/4/2012,Local,Mallorca,0,0,Granada,Visitante
2011-2012,32,8/4/2012,Local,Athletic Club,1,0,Sevilla,Visitante
2011-2012,32,8/4/2012,Local,Real Madrid,0,0,Valencia,Visitante
2011-2012,32,9/4/2012,Local,Málaga,3,0,Racing de Santander,Visitante
2011-2012,33,10/4/2012,Local,Osasuna,2,0,Espanyol,Visitante
2011-2012,33,10/4/2012,Local,Real Sociedad,1,1,Betis,Visitante
2011-2012,33,10/4/2012,Local,Barcelona,4,0,Getafe,Visitante
2011-2012,33,11/4/2012,Local,Granada,2,2,Athletic Club,Visitante
2011-2012,33,11/4/2012,Local,Sporting de Gijón,3,2,Levante,Visitante
2011-2012,33,11/4/2012,Local,Valencia,4,1,Rayo Vallecano,Visitante
2011-2012,33,11/4/2012,Local,Atlético de Madrid,1,4,Real Madrid,Visitante
2011-2012,33,12/4/2012,Local,Villarreal,2,1,Málaga,Visitante
2011-2012,33,12/4/2012,Local,Racing de Santander,0,3,Mallorca,Visitante
2011-2012,33,12/4/2012,Local,Sevilla,3,0,Real Zaragoza,Visitante
2011-2012,34,4/14/2012,Local,Real Madrid,3,1,Sporting de Gijón,Visitante
2011-2012,34,4/14/2012,Local,Levante,1,2,Barcelona,Visitante
2011-2012,34,4/15/2012,Local,Espanyol,4,0,Valencia,Visitante
2011-2012,34,4/15/2012,Local,Real Zaragoza,1,0,Granada,Visitante
2011-2012,34,4/15/2012,Local,Betis,1,0,Osasuna,Visitante
2011-2012,34,4/15/2012,Local,Málaga,1,1,Real Sociedad,Visitante
2011-2012,34,4/15/2012,Local,Villarreal,1,1,Racing de Santander,Visitante
2011-2012,34,4/15/2012,Local,Athletic Club,1,0,Mallorca,Visitante
2011-2012,34,4/15/2012,Local,Rayo Vallecano,0,1,Atlético de Madrid,Visitante
2011-2012,34,4/16/2012,Local,Getafe,5,1,Sevilla,Visitante
2011-2012,35,4/21/2012,Local,Mallorca,1,0,Real Zaragoza,Visitante
2011-2012,35,4/21/2012,Local,Sporting de Gijón,2,1,Rayo Vallecano,Visitante
2011-2012,35,4/21/2012,Local,Barcelona,1,2,Real Madrid,Visitante
2011-2012,35,4/21/2012,Local,Sevilla,1,1,Levante,Visitante
2011-2012,35,4/22/2012,Local,Granada,1,0,Getafe,Visitante
2011-2012,35,4/22/2012,Local,Real Sociedad,1,1,Villarreal,Visitante
2011-2012,35,4/22/2012,Local,Racing de Santander,0,1,Athletic Club,Visitante
2011-2012,35,4/22/2012,Local,Atlético de Madrid,3,1,Espanyol,Visitante
2011-2012,35,4/22/2012,Local,Valencia,4,0,Betis,Visitante
2011-2012,35,4/23/2012,Local,Osasuna,1,1,Málaga,Visitante
2011-2012,36,4/28/2012,Local,Getafe,1,3,Mallorca,Visitante
2011-2012,36,4/28/2012,Local,Levante,3,1,Granada,Visitante
2011-2012,36,4/28/2012,Local,Espanyol,0,3,Sporting de Gijón,Visitante
2011-2012,36,4/28/2012,Local,Real Sociedad,3,0,Racing de Santander,Visitante
2011-2012,36,4/28/2012,Local,Villarreal,1,1,Osasuna,Visitante
2011-2012,36,4/29/2012,Local,Real Madrid,3,0,Sevilla,Visitante
2011-2012,36,4/29/2012,Local,Real Zaragoza,2,0,Athletic Club,Visitante
2011-2012,36,4/29/2012,Local,Málaga,1,0,Valencia,Visitante
2011-2012,36,4/29/2012,Local,Betis,2,2,Atlético de Madrid,Visitante
2011-2012,36,4/29/2012,Local,Rayo Vallecano,0,7,Barcelona,Visitante
2011-2012,37,5/5/2012,Local,Real Zaragoza,2,1,Racing de Santander,Visitante
2011-2012,37,5/5/2012,Local,Athletic Club,0,0,Getafe,Visitante
2011-2012,37,5/5/2012,Local,Mallorca,1,0,Levante,Visitante
2011-2012,37,5/5/2012,Local,Granada,1,2,Real Madrid,Visitante
2011-2012,37,5/5/2012,Local,Sevilla,5,2,Rayo Vallecano,Visitante
2011-2012,37,5/5/2012,Local,Barcelona,4,0,Espanyol,Visitante
2011-2012,37,5/5/2012,Local,Sporting de Gijón,2,1,Betis,Visitante
2011-2012,37,5/5/2012,Local,Atlético de Madrid,2,1,Málaga,Visitante
2011-2012,37,5/5/2012,Local,Valencia,1,0,Villarreal,Visitante
2011-2012,37,5/5/2012,Local,Osasuna,1,0,Real Sociedad,Visitante
2011-2012,38,12/5/2012,Local,Real Sociedad,1,0,Valencia,Visitante
2011-2012,38,12/5/2012,Local,Betis,2,2,Barcelona,Visitante
2011-2012,38,5/13/2012,Local,Getafe,0,2,Real Zaragoza,Visitante
2011-2012,38,5/13/2012,Local,Levante,3,0,Athletic Club,Visitante
2011-2012,38,5/13/2012,Local,Real Madrid,4,1,Mallorca,Visitante
2011-2012,38,5/13/2012,Local,Rayo Vallecano,1,0,Granada,Visitante
2011-2012,38,5/13/2012,Local,Espanyol,1,1,Sevilla,Visitante
2011-2012,38,5/13/2012,Local,Málaga,1,0,Sporting de Gijón,Visitante
2011-2012,38,5/13/2012,Local,Villarreal,0,1,Atlético de Madrid,Visitante
2011-2012,38,5/13/2012,Local,Racing de Santander,2,4,Osasuna,Visitante
2012-2013,1,8/18/2012,Local,Celta de Vigo,0,1,Málaga,Visitante
2012-2013,1,8/18/2012,Local,Sevilla,2,1,Getafe,Visitante
2012-2013,1,8/18/2012,Local,Mallorca,2,1,Espanyol,Visitante
2012-2013,1,8/19/2012,Local,Athletic Club,3,5,Betis,Visitante
2012-2013,1,8/19/2012,Local,Real Madrid,1,1,Valencia,Visitante
2012-2013,1,8/19/2012,Local,Barcelona,5,1,Real Sociedad,Visitante
2012-2013,1,8/19/2012,Local,Levante,1,1,Atlético de Madrid,Visitante
2012-2013,1,8/20/2012,Local,Deportivo de La Coruña,2,0,Osasuna,Visitante
2012-2013,1,8/20/2012,Local,Rayo Vallecano,1,0,Granada,Visitante
2012-2013,1,8/20/2012,Local,Real Zaragoza,0,1,Valladolid,Visitante
2012-2013,2,8/25/2012,Local,Real Sociedad,2,1,Celta de Vigo,Visitante
2012-2013,2,8/25/2012,Local,Betis,1,2,Rayo Vallecano,Visitante
2012-2013,2,8/25/2012,Local,Espanyol,1,2,Real Zaragoza,Visitante
2012-2013,2,8/25/2012,Local,Málaga,1,1,Mallorca,Visitante
2012-2013,2,8/26/2012,Local,Osasuna,1,2,Barcelona,Visitante
2012-2013,2,8/26/2012,Local,Getafe,2,1,Real Madrid,Visitante
2012-2013,2,8/26/2012,Local,Granada,1,1,Sevilla,Visitante
2012-2013,2,8/26/2012,Local,Valencia,3,3,Deportivo de La Coruña,Visitante
2012-2013,2,8/27/2012,Local,Valladolid,2,0,Levante,Visitante
2012-2013,2,8/27/2012,Local,Atlético de Madrid,4,0,Athletic Club,Visitante
2012-2013,3,1/9/2012,Local,Celta de Vigo,2,0,Osasuna,Visitante
2012-2013,3,1/9/2012,Local,Real Zaragoza,0,1,Málaga,Visitante
2012-2013,3,1/9/2012,Local,Deportivo de La Coruña,1,1,Getafe,Visitante
2012-2013,3,1/9/2012,Local,Mallorca,1,0,Real Sociedad,Visitante
2012-2013,3,2/9/2012,Local,Rayo Vallecano,0,0,Sevilla,Visitante
2012-2013,3,2/9/2012,Local,Athletic Club,2,0,Valladolid,Visitante
2012-2013,3,2/9/2012,Local,Levante,3,2,Espanyol,Visitante
2012-2013,3,2/9/2012,Local,Real Madrid,3,0,Granada,Visitante
2012-2013,3,2/9/2012,Local,Barcelona,1,0,Valencia,Visitante
2012-2013,3,9/26/2012,Local,Betis,2,4,Atlético de Madrid,Visitante
2012-2013,4,9/15/2012,Local,Málaga,3,1,Levante,Visitante
2012-2013,4,9/15/2012,Local,Valencia,2,1,Celta de Vigo,Visitante
2012-2013,4,9/15/2012,Local,Getafe,1,4,Barcelona,Visitante
2012-2013,4,9/15/2012,Local,Sevilla,1,0,Real Madrid,Visitante
2012-2013,4,9/16/2012,Local,Espanyol,3,3,Athletic Club,Visitante
2012-2013,4,9/16/2012,Local,Granada,1,1,Deportivo de La Coruña,Visitante
2012-2013,4,9/16/2012,Local,Osasuna,1,1,Mallorca,Visitante
2012-2013,4,9/16/2012,Local,Real Sociedad,2,0,Real Zaragoza,Visitante
2012-2013,4,9/16/2012,Local,Atlético de Madrid,4,3,Rayo Vallecano,Visitante
2012-2013,4,9/17/2012,Local,Valladolid,0,1,Betis,Visitante
2012-2013,5,9/22/2012,Local,Real Zaragoza,3,1,Osasuna,Visitante
2012-2013,5,9/22/2012,Local,Celta de Vigo,2,1,Getafe,Visitante
2012-2013,5,9/22/2012,Local,Betis,1,0,Espanyol,Visitante
2012-2013,5,9/22/2012,Local,Barcelona,2,0,Granada,Visitante
2012-2013,5,9/23/2012,Local,Mallorca,2,0,Valencia,Visitante
2012-2013,5,9/23/2012,Local,Levante,2,1,Real Sociedad,Visitante
2012-2013,5,9/23/2012,Local,Atlético de Madrid,2,1,Valladolid,Visitante
2012-2013,5,9/23/2012,Local,Athletic Club,0,0,Málaga,Visitante
2012-2013,5,9/24/2012,Local,Rayo Vallecano,0,2,Real Madrid,Visitante
2012-2013,5,9/24/2012,Local,Deportivo de La Coruña,0,2,Sevilla,Visitante
2012-2013,6,9/29/2012,Local,Valencia,2,0,Real Zaragoza,Visitante
2012-2013,6,9/29/2012,Local,Málaga,4,0,Betis,Visitante
2012-2013,6,9/29/2012,Local,Real Sociedad,2,0,Athletic Club,Visitante
2012-2013,6,9/29/2012,Local,Sevilla,2,3,Barcelona,Visitante
2012-2013,6,9/30/2012,Local,Granada,2,1,Celta de Vigo,Visitante
2012-2013,6,9/30/2012,Local,Valladolid,6,1,Rayo Vallecano,Visitante
2012-2013,6,9/30/2012,Local,Osasuna,4,0,Levante,Visitante
2012-2013,6,9/30/2012,Local,Real Madrid,5,1,Deportivo de La Coruña,Visitante
2012-2013,6,9/30/2012,Local,Espanyol,0,1,Atlético de Madrid,Visitante
2012-2013,6,1/10/2012,Local,Getafe,1,0,Mallorca,Visitante
2012-2013,7,5/10/2012,Local,Celta de Vigo,2,0,Sevilla,Visitante
2012-2013,7,6/10/2012,Local,Rayo Vallecano,2,1,Deportivo de La Coruña,Visitante
2012-2013,7,6/10/2012,Local,Real Zaragoza,0,1,Getafe,Visitante
2012-2013,7,6/10/2012,Local,Valladolid,1,1,Espanyol,Visitante
2012-2013,7,6/10/2012,Local,Betis,2,0,Real Sociedad,Visitante
2012-2013,7,7/10/2012,Local,Levante,1,0,Valencia,Visitante
2012-2013,7,7/10/2012,Local,Mallorca,1,2,Granada,Visitante
2012-2013,7,7/10/2012,Local,Athletic Club,1,0,Osasuna,Visitante
2012-2013,7,7/10/2012,Local,Barcelona,2,2,Real Madrid,Visitante
2012-2013,7,7/10/2012,Local,Atlético de Madrid,2,1,Málaga,Visitante
2012-2013,8,10/20/2012,Local,Málaga,2,1,Valladolid,Visitante
2012-2013,8,10/20/2012,Local,Real Madrid,2,0,Celta de Vigo,Visitante
2012-2013,8,10/20/2012,Local,Valencia,3,2,Athletic Club,Visitante
2012-2013,8,10/20/2012,Local,Deportivo de La Coruña,4,5,Barcelona,Visitante
2012-2013,8,10/21/2012,Local,Getafe,0,1,Levante,Visitante
2012-2013,8,10/21/2012,Local,Espanyol,3,2,Rayo Vallecano,Visitante
2012-2013,8,10/21/2012,Local,Granada,1,2,Real Zaragoza,Visitante
2012-2013,8,10/21/2012,Local,Osasuna,0,0,Betis,Visitante
2012-2013,8,10/21/2012,Local,Real Sociedad,0,1,Atlético de Madrid,Visitante
2012-2013,8,10/22/2012,Local,Sevilla,3,2,Mallorca,Visitante
2012-2013,9,10/27/2012,Local,Espanyol,0,0,Málaga,Visitante
2012-2013,9,10/27/2012,Local,Betis,1,0,Valencia,Visitante
2012-2013,9,10/27/2012,Local,Celta de Vigo,1,1,Deportivo de La Coruña,Visitante
2012-2013,9,10/27/2012,Local,Rayo Vallecano,0,5,Barcelona,Visitante
2012-2013,9,10/28/2012,Local,Real Zaragoza,2,1,Sevilla,Visitante
2012-2013,9,10/28/2012,Local,Levante,3,1,Granada,Visitante
2012-2013,9,10/28/2012,Local,Athletic Club,1,2,Getafe,Visitante
2012-2013,9,10/28/2012,Local,Atlético de Madrid,3,1,Osasuna,Visitante
2012-2013,9,10/28/2012,Local,Mallorca,0,5,Real Madrid,Visitante
2012-2013,9,10/29/2012,Local,Valladolid,2,2,Real Sociedad,Visitante
2012-2013,10,3/11/2012,Local,Málaga,1,2,Rayo Vallecano,Visitante
2012-2013,10,3/11/2012,Local,Barcelona,3,1,Celta de Vigo,Visitante
2012-2013,10,3/11/2012,Local,Real Madrid,4,0,Real Zaragoza,Visitante
2012-2013,10,3/11/2012,Local,Valencia,2,0,Atlético de Madrid,Visitante
2012-2013,10,4/11/2012,Local,Real Sociedad,0,1,Espanyol,Visitante
2012-2013,10,4/11/2012,Local,Deportivo de La Coruña,1,0,Mallorca,Visitante
2012-2013,10,4/11/2012,Local,Osasuna,0,1,Valladolid,Visitante
2012-2013,10,4/11/2012,Local,Granada,1,2,Athletic Club,Visitante
2012-2013,10,4/11/2012,Local,Sevilla,0,0,Levante,Visitante
2012-2013,10,5/11/2012,Local,Getafe,2,4,Betis,Visitante
2012-2013,11,9/11/2012,Local,Betis,1,2,Granada,Visitante
2012-2013,11,10/11/2012,Local,Rayo Vallecano,3,2,Celta de Vigo,Visitante
2012-2013,11,10/11/2012,Local,Espanyol,0,3,Osasuna,Visitante
2012-2013,11,10/11/2012,Local,Real Zaragoza,5,3,Deportivo de La Coruña,Visitante
2012-2013,11,10/11/2012,Local,Málaga,1,2,Real Sociedad,Visitante
2012-2013,11,11/11/2012,Local,Valladolid,1,1,Valencia,Visitante
2012-2013,11,11/11/2012,Local,Athletic Club,2,1,Sevilla,Visitante
2012-2013,11,11/11/2012,Local,Mallorca,2,4,Barcelona,Visitante
2012-2013,11,11/11/2012,Local,Atlético de Madrid,2,0,Getafe,Visitante
2012-2013,11,11/11/2012,Local,Levante,1,2,Real Madrid,Visitante
2012-2013,12,11/17/2012,Local,Osasuna,0,0,Málaga,Visitante
2012-2013,12,11/17/2012,Local,Valencia,2,1,Espanyol,Visitante
2012-2013,12,11/17/2012,Local,Barcelona,3,1,Real Zaragoza,Visitante
2012-2013,12,11/17/2012,Local,Real Madrid,5,1,Athletic Club,Visitante
2012-2013,12,11/18/2012,Local,Deportivo de La Coruña,0,2,Levante,Visitante
